Time,Norm mean,,,,Dose
0,22.01153129,,,,550
1,29.50434469,,,,
3,29.54302114,,,,
5,29.24787546,,,,
7,28.85609149,,,,
9,28.29843557,,,,
11,27.2889556,,,,
13,26.05222508,,,,
15,24.65992577,,,,
17,23.59607686,,,,
19,23.16447165,,,,
21,22.87286602,,,,
23,22.68524297,,,,
25,22.63427319,,,,
27,22.71307029,,,,
29,22.58684347,,,,
31,22.82906441,,,,
33,22.80828199,,,,
35,22.94132474,,,,
37,22.87098151,,,,
39,22.6535938,,,,
41,22.79690449,,,,
43,22.69933275,,,,
45,22.79537222,,,,
47,22.72650842,,,,
49,22.7612045,,,,
51,22.6488385,,,,
53,22.66322769,,,,
55,22.7926071,,,,
57,22.78686552,,,,
59,22.70613107,,,,
61,22.48122295,,,,
